ID	creator	title	title-alt-script	publisher	to split 1	clusteredPlaces	clusteredPublisher	date	language	imagecount
nybc205777	Rozshansḳi, Shemuʼel, 1902-	Argenṭinish anṭologye ...	אין פאגראם : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-Gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1976	yid	306
nybc205778	Alfes, Benzion, 1850-1940	Mayśe Alfes	מעשה אלפס	Shiḳago : Agudat Bate kenesiyot de-Shiḳago	Shiḳago 	Chicago	Agudat Bate kenesiyot de-Shiḳago	1952	yid	426
nybc205779	Alkon, Jehoshua, 1894-1960	Di milḥome in Midlṿil	די מלחמה אין מידלוויל	Nyu-Yorḳ : Iḳuf	Nyu-Yorḳ 	New York, N.Y.	Iḳuf	1947	yid	296
nybc205780	Alpersohn, Marcos, 1860-1947	In Argenṭine memuarn fun der Yidisher ḳolonizatsye	אין ארגענטינע : מעמוארן פון דער יידישער קאלאניזאציע	Buenos Aires : Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1967	yid	322
nybc205781	Alkon, Jehoshua, 1894-1960	Dramaṭishe ṿerḳ	דראמאטישע ווערק	Tel-Aviv : Y.L. Perets	Tel-Aviv 	Tel-Aviv	Y.L. Perets	1962	yid	308
nybc205782	Alperin, Menuche, 1905-	Unṭer fremde un eygene himlen	אונטער פרעמדע און אייגענע הימלען	[Tel-Aviv] : Nay lebn	[Tel-Aviv] 	Tel-Aviv	Nay-lebn	1972	yid	274
nybc205783	Alperin, Menuche, 1905-	Unṭer fremde un eygene himlen	אונטער פרעמדע און אייגענע הימלען	[Tel-Aviv] : Nay lebn	[Tel-Aviv] 	Tel-Aviv	Nay-lebn	1972	yid	258
nybc205785	Schwarzman, Asher, 1890-1919	In Soṿeṭishn friling anṭologye	אין סאוועטישן פרילינג : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1974	yid	250
nybc205786		Opṭriniḳe in der Yidisher liṭeraṭur anṭologye	אפטריניקע אין דער יידישער ליטעראטור : אנטאלאגיע	Buenos Aires : Liṭeraṭur gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1983	yid	242
nybc205787	Oler, Leon	Leʹon Oler zayn lebn un ṭeṭiḳayṭ	לעאן אלער : זיין לעבן און טעטיקייט	New York : Unzer tsayṭ	New York 	New York, N.Y.	Unzer tsayṭ	1973	yid	192
nybc205788	Andreyev, Leonid, 1871-1919	Geḳlibene shrifṭen fun	געקליבענע שריפטען	New York : Hebrew Pub. Co.	New York 	New York, N.Y.	Hebrew Pub. Co.	1912	yid	1040
nybc205789	Andreyev, Leonid, 1871-1919	Der royṭer gelekhṭer	דער רויטער געלעכטער	New York : M. Jankovitz	New York 	New York, N.Y.	M. Jankovitz	[192-]	yid	96
nybc205790	Gildenblatt, H. D	Avreymele balegole eyn ḳleyne ertsehlung	אברהמ'עלע בעל עגלה : איין קליינע ערצאהלונג	Ṿilna : [s.n.]	Ṿilna 	Ṿilne	s.n.	1895	yid	34
nybc205791	Andreyev, Leonid, 1871-1919	Ertsehlung ṿegen zieben gehangene	ארצעהלונג וועגען זיעבען געהאנגענע	Nyu Yorḳ : Liṭerarisher ferlag	Nyu Yorḳ 	New York, N.Y.	Liṭerarisher ferlag	1919	yid	100
nybc205792	Andres, Ḥayah Raḥel, 1899-	Zaynen yorn gelofn mayn lebns geshikhṭe	זיינען יארן געלאפן : מיין לעבנס געשיכטע	Dallas, Tex. : Ḥ.R. Andres	Dallas, Tex. 	Dallas, Tex.	Ḥ.R. Andres	1981	yid	206
nybc205793	Andres, Ḥayah Raḥel, 1899-	Mayn ṭaṭns yerusheh lider	מיין טאטנס ירושה : לידער	Tel-Aviv : ha-Menorah	Tel-Aviv 	Tel-Aviv	ha-Menorah	1972	yid	194
nybc205794	Andres, Ḥayah Raḥel, 1899-	Far ṿemen zing ikh mayne lider	פאר וועמען זינג איך מיינע לידער	Dallas, Tex. : Ḥ.R. Andres	Dallas, Tex. 	Dallas, Tex.	Ḥ.R. Andres	1979	yid	282
nybc205795	Zaḳ, Avraham, 1891-	Oysgeṿortslṭe un eyngeṿortselṭe anṭologye	אויסגעווארצלטע און איינגעווארצלטע : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1971	yid	274
nybc205796	Rozshansḳi, Shemuʼel, 1902-	Undzere ḳriṭiḳers anṭologye	אונדזערע קריטיקערס : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-Gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1976	yid	322
nybc205797		Bay der arbeṭ in der Yidisher liṭeraṭur anṭolgye	ביי דער ארבעט אין דער יידישער ליטעראטור : אנטאלאגיע	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo	1984	yid	258
nybc205798	Rozshansḳi, Shemuʼel, 1902-	Ṿidershṭand un oyfshṭand lider, proze, drama ; muziḳ tsu 2 lider	ווידערשטאנד און אויפשטאנד / : לידער, פראזע דראמא	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	1970	yid	338
nybc205799	Rozshansḳi, Shemuʼel, 1902-	In dem eygenem land 25 yor medines̀ Yiśroel : anṭologye	אין דעם אייגענעם לאנד : 25 יאר מדינת ישראל : אנטאלאגיע	Buenos Ayres : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Ayres 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1973	yid	571
nybc205800	Rozshansḳi, Shemuʼel, 1902-	Argenṭinish	ארגענטיניש	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-Gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1975	yid	338
nybc205801	Rozshansḳi, Shemuʼel, 1902-	Argenṭinish	ארגענטיניש	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-Gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	1975	yid	498
nybc205803	Landau, Zisha, 1889-1937	Anṭologye di Idishe dikhṭung in Ameriḳe biz yohr 1919	אנטאלאגיע : די אידישע דיכטונג אין אמעריקע ביז יאהר 1919	Nyu-Yorḳ : Idish	Nyu-Yorḳ 	New York, N.Y.	Idish	1919	yid	176
nybc205804	Rozshansḳi, Shemuʼel, 1902-	Brazilyanish fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ un zikhroynes̀	ברארזיליאניש / פראגמענטן פון פארשארבעטן צו דער כאראדקטעריסאיק און זכררונות	Buenos Aires : Yosef Lifshits fond fun der literaṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Yosef Lifshits fond fun der literaṭur-gezelshafṭ baym Yiṿo in Argenṭine	[19--]	yid	354
nybc205805	Rozshansḳi, Shemuʼel, 1902-	Dorem-Afriḳanish : fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ un zikhroynes̀	דרום-אפריקאניש : פראדמענטן פון פארשארבעטן צו דער כאראקטעריסטיק און זכרונות	Buenos Aires : Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	1971	yid	362
nybc205806	Rozshansḳi, Shemuʼel, 1902-	Di yonṭevdiḳe ṭeg in der Yidisher liṭeraṭur	די יום-טובדיקע טעג : אין דער יידישער ליטעראטור	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1983	yid	242
nybc205807		Ṿilne in der Yidisher liṭeraṭur ...	ווילנע : אין דער יידישער ליטעראטור	[Buenos Aires] : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	[Buenos Aires] 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1980	yid	242
nybc205808	Rozshansḳi, Shemuʼel, 1902-	Ṿen a folk derṿakhṭ medines̀ Yisraʼel 1948-1968	ווען א פאלק דערוואכט : מדינת ישראל 1948-1968	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1968	yid	467
nybc205809	Rozshansḳi, Shemuʼel, 1902-	Ṭshilenish anṭologye ...	טשילעניש : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1972	yid	274
nybc205810	Rozshansḳi, Shemuʼel, 1902-	Yidish in lid 169 lider fun 74 poeṭn, 12 nigunim tsu lider : anṭologye	יידיש אין ליד : 169 לידער פון 74 פאעטן, 12 ניגונים צו לידער : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1967	yid	266
nybc205811	Rozshansḳi, Shemuʼel, 1902-	Ḥurbn : anṭologye 109 poeṭn, dertseylers un memuarisṭn	חורבן : אַנטאָלאָגיע 109 פּאָעטן, דערצײלערס און מעמואָריסטן	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	1970	yid	434
nybc205812	Meisel, Nachman	Y.L. Perets in der Yidisher dikhṭung anṭologye	י.ל. פערעץ אין דער יידישער דיכטונג : אנטאלאגיע	Tel Aviv : Y.L. Perets	Tel Aviv 	Tel-Aviv	Y.L. Perets	1965	yid	226
nybc205813	Rozshanski, Shemu'el, 1902-	Dos lebn in eyn aḳṭ, 12 eynaḳṭers fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ zikhroynes̀, bilder	דאס לעבן אין איין אקט, 12 איינאקטערס : פראגמענטן פון פארשארבעטן צו דער כאראקטעריטיק זיכרונות, בילדער	Buenos Aires : Literaṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Literaṭur-gezelshafṭ baym Yiṿo in Argenṭine	1980	yid	242
nybc205814	Rozshansḳi, Shemuʼel, 1902-	Yiśroel in di tfutses̀ in der Yidisher liṭeraṭur ...	ישראל אין די תפוצות : אין דער יידישער ליטעראטור	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1981	yid	242
nybc205815		Memuarn -- filosofye -- forshung in der Yidisher liṭeraṭur : antṭologye	מעמוארן	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1984	yid	346
nybc205816	Rozshansḳi, Shemuʼel, 1902-	Mesholim bay Yidn anṭologye ...	משלים ביי יידן : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1977	yid	290
nybc205817	Rozshansḳi, Shemuʼel, 1902-	Meḳsiḳanish, Urugṿayish, Ḳubanish anṭologye	מעקסיקאניש, אורוגוויייש, קובאניש	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1982	yid	330
nybc205818	Rozshansḳi, Shemuʼel, 1902-	1939 in der Yidisher liṭeraṭur anṭologye : fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	1939 אין דער יידישער ליטעראטור : אנטאלאגיע	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1979	yid	290
nybc205819	Yafeh, Mordekhai, d. 1961	Anṭologye fun der Hebreyishe poezye	אנטאלאגיע פון דער העברעאישער פאעציע	Ṿilne : B. Ḳleṭsḳin	Ṿilne 	Ṿilne	B. Ḳleṭsḳin	1935	yid	266
nybc205820	Asia, 1930-	Tsṿaygn-tsiṭer	צווייגן-ציטער	Tel-Aviv : ha-Menorah	Tel-Aviv 	Tel-Aviv	ha-Menorah	1972	yid	112
nybc205821	Osipov, Shneur Zalman	Mayn lebn : derinerungen un iberlebungen fun a Idishn sotsialisṭ	מיין לעבן : דעראינערונגען און איבערלעבונגען פון א אידישן סאציאליסט	Boston : Arḳ	Boston 	Boston, Mass.	Arḳ	1954	yid	268
nybc205822	Opatoshu, Joseph, 1886-1954	In Poylishe ṿelder	אין פוילישע וועלדער	[Buenos Aires] : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	[Buenos Aires] 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1965	yid	418
nybc205824		Pleyṭim tsṿishn fayern in der lider, dertseylungen un eseyen : anṭologye	פליטים צווישן פייערן : אין לידער, דערציילונגען און עסייען : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1971	yid	306
nybc205828	Rozshansḳi, Shemu'el, 1902-	Nuseḥ haskole lider, dertseylungen, dialogn un ṭeaṭer-shpil ; muziḳ tsu 2 lider ; fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ un zikhroynes̀	נוסח השכלה : לידער, דערציילונגען, דיאלאגן און טעאטער-שפיל	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1968	yid	274
nybc205829	Rozshansḳi, Shemuʼel, 1902-	Elnṭe Yidn fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	עלנטע יידן : פראגמענטן פון פארשארבעטן צו דער כאראקטעריסטיק זכרונות, בילדר	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1981	yid	242
nybc205830	Rozshansḳi, Shemuʼel, 1902-	Nord-Ameriḳanish anṭologye : fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ, zikhroynes̀, bilder	נארד-אמעריקאניש : אנטאלאגיע : פראגמענטן פון פארשארבעטן צו דער כאראקטעריסטיק, זכרונות, בילדער	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1977	yid	274
nybc205831	Rozshansḳi, Shemu'el, 1902-	Erd un heym in der Yidisher liṭeraṭur anṭologye	ערד און היים אין דער יידישער ליאטעראטור : אנטאלאגיע	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1984	yid	242
nybc205832	Rozshansḳi, Shemuʼel, 1902-	Elṭern un ḳinder anṭologye ...	עלטערן און קינדער : אנטאלאגיע	Buenos Aires : Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1977	yid	362
nybc205833	Rozshansḳi, Shemu'el, 1902-	Dos ḳind in der Yidisher poezye un proze bay 95 shraybers ; muziḳ tsu 2 lider ; fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ tui zikhroynes̀	דאס קינד אין דער יידישער פאעזיע און פראזע : ביי 95 שרייבער	Buenos Aires : Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	Buenos Aires 	Buenos Ayres	Yosef Lifshits-fond fun der liṭeraṭur-gezelshafṭ baym Yiṿo	1971	yid	322
nybc205834	Rozshansḳi, Shemu'el, 1902-	Shṭeṭlekh un der Yidisher liṭeraṭur anṭologye	שטעטלעך אין יידישער ליטעראטור : אנטאלאגיע	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yidish in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yidish in Argenṭine	1983	yid	242
nybc205835	Rozshansḳi, Shemuʼel, 1902-	Tsu a nayem lebn in der Yidisher liṭeraṭur	צו א נייעם לעבן : אין דער יידישער ליטעראטור	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1984	yid	242
nybc205836	Katzenelenbogen, Uriah, 1885-1980	Anṭologye fun Liṭṿishe un Leṭishe folḳs-lider deynes	אנטאלאגיע פון ליטווישע און לעטישע פאלקס-לידער : דיינעס	Shiḳago : L. M. Shṭayn	Shiḳago 	Chicago	L.M. Shṭayn	1930	yid	430
nybc205837	Prager, Moshe, 1908-1984 or 5	Anṭologye fun religyeze lider un dertseylungen shafungen fun shrayber, umgeḳumene in di yorn fun Yidishn ḥurbn in Eyrope	אנטאלאגיע פון רעליגיעזע לידער און דערציילונגען : שאפונגען פון שרייבער, אומגעקומענע אין די יארן פון יידישן חורבן אין אייראפע	Nyu-Yorḳ : Forshungs-Insṭiṭuṭ fun religyezn Yidnṭum	Nyu-Yorḳ 	New York, N.Y.	Forshungs-Insṭiṭuṭ fun religyezn Yidnṭum	1955	yid	644
nybc205838	Asia, 1930-	Niṭ ḳeyn albaṭros lider	ניט קיין אלבאטראס : לידער	Tel-Aviv : Yisroél-bukh	Tel-Aviv 	Tel-Aviv	Yiśroel-bukh	1981	yid	82
nybc205839	Gildenblatt, Ḥ. D	Ayziḳel Lets, oder, Tsuriḳ af'n glaykhen ṿeg	אייזיקעל לץ, אדער, צוריק אויפ'ן גלייכען וועגדח.ד. גילדענבלאטט	Ṿilna : Roznḳrants ṿe-Shrifṭzetser	Ṿilna 	Ṿilne	Roznḳrants ṿe-Shrifṭzetser	1927	yid	34
nybc205840	Andreyev, Leonid, 1871-1919	Der ṿos ḳrigṭ di peṭsh aforshṭelung in fir aḳṭn	דער וואס קריגט די פעטש : אפארשטעלונג אין פיר אקטן	Ṿarshe : Farlag brider Leṿin-Epshṭayn un shutfim	Ṿarshe 	Warsaw	Farlag brider Leṿin-Epshṭayn un shutfim	1921	yid	140
nybc205841		Avraham Zaḳ - yoyvl-bukh lekoved dray daṭes ..	אברהם זאק - יובל-בוך : לככוד דריי דאטעס	Buenos-Ayres : Argenṭiner opṭeyl fun alṿekṭlekhn Yidishn ḳulṭur-ḳongres	Buenos-Ayres 	Buenos Ayres	Argenṭiner opṭeyl fun alṿekṭlekhn Yidishn ḳulṭur-ḳongres	1978	yid	330
nybc205842	Limone, M	30 lider far ḳinder	30 לידער פאר קינדער	Minsḳ : Ṿaysruslendisher melukhe-farlag	Minsḳ 	Minsḳ	Ṿaysruslendisher melukhe-farlag	1928	yid	34
nybc205843	An-Ski, S., 1863-1920	Oysgeḳlibene shrifṭn muziḳ tsu 7 lider ; fragmenṭn fun forsharbeṭn tsu der kharaḳṭerisṭiḳ zikhroynes̀, bilder	אויסגעקליבענע שריפטן : מוזיק צו 7 לידער	Buenos Aires : Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	Buenos Aires 	Buenos Ayres	Liṭeraṭur-gezelshafṭ baym Yiṿo in Argenṭine	1964	yid	298
nybc205844	Anokhi, Zalman Yiẓḥak, 1876-1947	R' [reb] Abo	ר'אבא	Ṿarsha : Ṿelṭ-biblioṭeḳ	Ṿarsha 	Warsaw	Ṿelṭ-biblioṭeḳ	1911	yid	114
nybc205845	Anokhi, Zalman Yiẓḥak, 1876-1947	Tsṿishn himel un erd	צווישן הימעל און ערד	Ṿarsha : Ṿelṭ-biblioṭeḳ	Ṿarsha 	Warsaw	Ṿelṭ-biblioṭeḳ	1909	yid	140
nybc205846	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	250
nybc205847	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	148
nybc205848	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	136
nybc205849	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	234
nybc205850	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	224
nybc205851	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	414
nybc205852	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	262
nybc205853	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	306
nybc205854	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	356
nybc205855	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	434
nybc205856	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	194
nybc205857	An-Ski, S., 1863-1920	Gezamelṭe shrifṭen in fuftsehn bender	געזאמעלטע שריפטען	Ṿarsha : Nyu-Yorḳ : Farlag An-Sky	Ṿarsha 	Warsaw	Nyu-Yorḳ : Farlag An-Sky	1920	yid	308
nybc205859	Ostrovski Rutman, A. N	Zalmen Rife in dray ṭeyln	זלמן ריפע : אין דריי טיילן	Tel Aviv : Azri	Tel Aviv 	Tel-Aviv	Azri	1964	yid	658
nybc205860	Ostrowsky, W	Dos geshlekhṭ lebn fun der froy The sexual life of the woman	דאס געשלעכט לעבן פון דער פרוי = The sexual life of the woman	Los Angeles : Ṿ. Osṭroṿsḳi	Los Angeles 	Los Angeles	Ṿ. Osṭroṿsḳi	1928	yid	320
nybc205861	Ostrowsky, A	Perush Ḳomenṭar oyf Matya (Mati) : di ershṭe Eṿangelye fun Nayes Ṭesṭamenṭ	פירוש : קאמענטאר אויף מאתיא (מתי) : די ערשטע עוואנגעליע פון נייעם טעסטאמענט	Shiḳago : Inṭerneshyonal prinṭing ḳomp.	Shiḳago 	Chicago	Inṭerneshyonal prinṭing ḳomp.	1958	yid	470
nybc205862	Astour, Michael C	Geshikhṭe fun Yidn in alṭerṭum	געשיכטע פון יידן אין אלטערטום	Ṿarshe : Yidish bukh	Ṿarshe 	Warsaw	Yidish bukh	1958	yid	110
nybc205863	Osovsky, A	Tsṿey ṿelṭn, dray doyres̀	צוויי וועלטן, דריי דורות	Ṿinipeg, Maniṭoba : [Di kinder funim mehaber]	Ṿinipeg, Maniṭoba 	Ṿinipeg, Maniṭoba	Di kinder funim mehaber	1946	yid	372
nybc205864	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	242
nybc205865	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	254
nybc205866	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	250
nybc205867	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	194
nybc205868	Opatoshu, Joseph, 1886-1954	Gezamlṭe Ṿerḳ	געזאמלטע ווערק	Ṿilne : B. Ḳletsḳin	Ṿilne 	Ṿilna	B. Ḳletsḳin	1928	yid	242
