ID	creator	title	title-alt-script	publisher	to split 1	clusteredPlaces	clusteredPublisher	date	language	imagecount
goldfadenbukh00idis		Goldfaden-bukh	גאלדפאדען־בוך	Nyu Yorḳ : Idisher Ṭeaṭer Muzee	Nyu Yorḳ 	New York, N.Y.	Idisher Ṭeaṭer Muzee	1926	yid	114
gutezitnunsh00vh	Ṿhayṭman, G.	Guṭe ziṭn un shehne manyern	גוטע זיטען און שעהנע מאניערען : לויט די מאדערנסטע בעגריפען פון לעבען און ערציהונג	Unzer lebn			Unzer lebn	[1920?]	yid	174
hayimgravits02shne	Sheneʼurson, Fishl, d. 1958	Ḥayim Graṿitser	חיים גראוויצער : די געשיכטע פון דעם געפאלענעם	Judischer Literarischer Verlag			Judischer Literarischer Verlag	1922	yid	304
hekherfundererd00dern	Der Nister, 1884-1950	Hekher fun der erd	העכער פון דער ערד	"""Progres"""			Progres	670 [1910]	yid	76
hersheleostrop00boto	Botoshansky, Jacob, 1895-	Hershele Osṭropolyer	הערשעלע אסטראפאליער : טראגיקאמעדיע אין 4 אקטן מיט אן עפילאג	Oyfgang			Oyfgang	1927	yid	58
histerishernat00yefr	Yefroikin, S.	Hisṭerisher natsyonalizm	היסטערישער נאציאנאליזם : וועגן דעם בוך עקסאדוס	"Reprinted from ""Ṿeḳer"""			"Reprinted from ""Ṿeḳer"""	1959	yid	24
historisheshri03yidi	Hisṭorishe seḳtsye fun YIṾO	Hisṭorishe shrifṭn	היסטארישע שריפטן, דריטער באנד : די יידישע סאציאליסטישע באוועגונג ביז דער גרינדונג פון בונד	Yidisher ṿisnshafṭlekher insṭiṭuṭ			Yidisher ṿisnshafṭlekher insṭiṭuṭ	1939	yid	920
hurbmeyrope00lewi	Lewin, Isaac, 1906-	Ḥurbm Eyrope	חורבן אייראפע : געזאמעלטע מאמרים	Research Institute for Post-War Problems of Religious Jewry, 708			Research Institute for Post-War Problems of Religious Jewry, 708	[1948]	yid	304
hurbnunretun00vaad	Vaad Hatzala	Ḥurbn un reṭung	חורבן און רעטונג	̣Vaad hatsalah bukh ḳomiṭeṭ			̣Vaad hatsalah bukh ḳomiṭeṭ	1957	yid	700
idishefarmerayin00lieb	Liebman, Solomon	Idishe farmeray in Ameriḳa	אידישע פארמעריי אין אמעריקא : איר פראגע און לייזונג	Z. Liebman			Z. Liebman	1930	yid	112
idishefolksv00marg	Margoshes, Yosef	Idishe folḳs ṿerṭlakh	אידישע פאלקס ווערטלאך	"aroysgegeben far di onṭaylnemer in ḳonṭesṭ fun ""Tsayṭ"""			"aroysgegeben far di onṭaylnemer in ḳonṭesṭ fun ""Tsayṭ"""	1921	yid	26
ilyasunodisya00patz	Patz, Golda	Ilyas un Odisya	איליאס און אדיסעיא : אויסדערוועלטע אילוסטרורטע דערציילונגען פאר קינדער	Gesher			Gesher	1924	yid	140
indilangevint00berg	Bergner, Hinde, 1870-1942	In di lange ṿinṭernekhṭ	אין די לאנגע ווינטערנעכט : משפחה-זיכרונות פון א שטעטל אין גאליציע 1900-1870	M. Ravitch, H. Bergner			M. Ravitch, H. Bergner	1946	yid	138
indyanerzumer00ront	Ronṭsh, Yitsḥaḳ Elḥanan, 1899-	Indyaner zumer	אינדיאנער זומער : געקליבענע לידער, 1924-1929	A. Biderman			A. Biderman	[1930]	yid	92
inpoylen00pril	Prilutsḳi, Noah	In Poylen	אין פוילען : כמעט א פובליציסטיש טאגבוך 1905-1911	Farlag Yidish			Farlag Yidish	[1921]	yid	210
istbrodveyza00lit		Isṭ Brodṿey zamlbukh	איסט בראדוויי	Liṭerarisher ferlag			Liṭerarisher ferlag	1916	yid	142
kalendarunalma00forv		Ḳalendar un almanakh tsu dem finf-yohrigen yubileyum fun Forṿerṭs	קאלענדאר און אלמענאך צו דעם פינף-יאהריגען יובילעאום פון פארווערטס	Forṿerṭs press assosyeyshon			Forṿerṭs press assosyeyshon	1902	yid	176
kegnteror00benz	Ben-Zac'ai, Y	Kegn teror	"קעגן טעראר : אצ""ל און לח""י, זייער כאראקטער און וועלטאנשויאונג"	Histadrut ha-ʿolamit ha-shomer ha-tsaʿir, ha-hanhagah ha-ʿelyonah be-Erets Yiśraʾel			Histadrut ha-ʿolamit ha-shomer ha-tsaʿir, ha-hanhagah ha-ʿelyonah be-Erets Yiśraʾel	1946	yid	130
khelemerhakhom00trun	Trunk, Yeḥiel Yeshaia, 1887-1961	Khelemer ḥakhomim	כעלעמער חכמים, אדער, יידן פון דער קליגסטער שטאט אין דער וועלט	Yidbukh			Yidbukh	1951	yid	358
khelmerhakhomi00hibr		Khelmer ḥakhomim	כעלמער חכמים : געקליבענע מעשה׳לאך	Hibru poblishing			Hibru poblishing	1929	yid	138
khinezishelegend00hear	Hearn, Lafcadio, 1850-1904	Khinezishe legendn	כינעזישע לעגענדן	[o. fg.]			o. fg.,	1930	yid	206
klangenfunmayn00rums	Rumshinsky, Joseph, 1881-1956	Ḳlangen fun mayn lebn	קלאנגען פון מיין לעבן	A. Y. Biderman			A. Y. Biderman	1944	yid	868
kokhbukhfaryud00blos	Bloshṭeyn, O. (Ozer), 1840-1898	Ḳokh-bukh far Yudishe froyen	קאכ-בוך פאר יודישע פרויען	Druck und verlag von L.L. Matz			Druck und verlag von L.L. Matz	1896	yid	248
krumershpigl00shis	Shishler, Hersh	Ḳrumer shpigl	קרומער שפיגל : הומארעסקעס, סאטירעס, שארזשן	"Farlag ""Kayor"""			"Farlag ""Kayor"""	1953	yid	166
kubanerlider00aron	Aronowski, Eliezer	Kubaner Lider	קובאנער לידער	Oyfgang			Oyfgang	1928	yid	228
landfungoldunzun00sher	Sherman, Jacob Max, 1885-	Land fun gold un zunshayn	לאנד פון גאלד און זונשיין : דרום-אפריקאנער ראמאן	Ḳayor			Ḳayor	717, 1956	yid	266
landoybukh00bkle		Landoy-Bukh	"לאנדוי-בוך : ד""ר אלפרעד לאנד צו זיין 75סטן געברנסטאג דעם 25סטן נאוועמבער 1925"	B. Kletskin			B. Kletskin	1926	yid	250
lekhlekha00szaj	Szajewicz, Śimḥah Bunam, 1908-ca. 1944	Lekh-lekha	לך לך	Centralna Żydowska Komisja Historyczna			Centralna Żydowska Komisja Historyczna	1946	yid	88
leksikonfund00rejz	Rejzen, Zalman, 1887-1941	Leḳsiḳon fun der Yudisher liṭeraṭur un prese	לעקסיקאן פון דער יודישער ליטעראטור און פרעסע	Tsenṭral			Tsenṭral	674, 1914.	yid	430
lider00char	Charney, Daniel, 1888-	Lider	לידער	Farlag fun A. B. Tseraṭa			Farlag fun A. B. Tseraṭa	1950	yid	70
liderunmayses00kvit	Kvitko, Leib, 1890-1952	Lider un mayses	לידער און מייסעס	Ḳinder-farlag bam ts.ḳ. l.ḳ.yo.f.u.			Ḳinder-farlag bam ts.ḳ. l.ḳ.yo.f.u.	1937	yid	250
liderunpoemes00khar	Kharik, Izi, 1890-1937	Lider un poemes	לידער און פאעמעס	Melukhe-farlag fun Ṿaysrusland, Yidseḳṭer			Melukhe-farlag fun Ṿaysrusland Yidseḳṭer	1934	yid	224
liederfarnfolk00bmor		Lieder farn folk	ליעדער פאר׳ן פאלק	"b""Moriah"""			"b""Moriah"""	c191-?]	yid	92
lingvistishezaml00farl		Lingvistishe Zamlung II	לינגוויטישע זאמלונג II	Farlag fun der Ṿaysrusisher Ṿisnshafṭ-Aḳademye			Farlag fun der Ṿaysrusisher Ṿisnshafṭ-Aḳademye	1934	yid	170
lirik00naid	Naidus, Leib, 1890-1918	Liriḳ	ליריק	Y. Aṿṭshin			Y. Aṿṭshin	[1914 or 1915]	yid	170
litvishearab00naid	Naidus, Leib, 1890-1918	Liṭṿishe arabesḳn	ליטווישע אראבעסקן	Yaṭshḳoṿsḳi			Yaṭshḳoṿsḳi	1924	yid	398
lodzshervisnsh00is		Lodzsher ṿisnshafṭlekhe shrifṭn	לאדזשער וויסנשאפטלעכע שריפטן	Lodzsh : Ṿisnshafṭlekher ḳrayz	Lodzsh 	Lodz	Ṿisnshafṭlekher ḳrayz	1938	yid	310
lodzshinmaynzik00minc	Minc, P., 1895-1962	Lodzsh in mayn ziḳorn	לאדזש אין מיין זכרון : פראגמענטן פון מיין קינדהייט און יוגנט	Yidbukh			Yidbukh	1958	yid	286
madambovari00flau	Flaubert, Gustave, 1821-1880	Madam Boṿari	מאדאם באווארי	Biblioṭeḳ Marḳ Raḳoṿsḳi			Biblioṭeḳ Marḳ Raḳoṿsḳi	1928	yid	526
mame00mass	Massey, Ida, 1893-1962	A mame	א מאמע	Idisher ḳulṭur gezelshafṭ			Idisher ḳulṭur gezelshafṭ	1931	yid	110
maynelieder00einh	Einhorn, David, 1886-	Mayne lieder	מיינע ליעדער	B. A. Ḳletsḳin			B.A. Ḳletsḳin	672 [1911 or 1912]	yid	76
medemsanatorye00farv		Medem-sanaṭorye in Myedzeshin	מעדעם-סאנאטאריע אין מיעדזעשין	Farṿaltung fun Medem-sanaṭyore			Farṿaltung fun Medem-sanaṭyore	1932	yid	74
mekhiresyosef00wein	Weinreich, Max, 1894-1969	Mekhires̀-Yosef	מכירת-יוסף	Ṿosṭoḳ			Ṿosṭoḳ	1923	yid	102
midber00drim	Drimer, Henry, 1883-1957	Midber	מדבר	"Farlag ""Ameriḳa"""			Farlag Ameriḳa	1923	yid	112
mide00trun	Trunk, Yeḥiel Yeshaia, 1887-1961	Mide	מידע	P. Graubard			P. Graubard	684 [1924	yid	252
minyaturn00korc	Korczak, Janusz, 1878-1942	Minyaṭurn	מיניאטורען	Uniṿerzal			Uniṿerzal	1914	yid	90
mirvelnzeynit00bdem		Mir ṿeln zey niṭ fargesn	מיר וועלן זיי ניט פארגעסן : יזכור-שריפט צום 20סטן יארצייט פון דער ליקווידאציע פון ווילנער געטא	bdem Farband fun Ṿilner un Omgegenṭ			bdem Farband fun Ṿilner un Omgegenṭ	c1963	yid	98
mitderdratv00marg	Margoles Daṿidzon, Khaim, 1891-1960	Miṭ der draṭṿe - a ṭzi	מיט דער דראטווע - א צי	"Farlag ""Ṿarshe"""			"Farlag ""Ṿarshe"""	1945	yid	42
mitlaybunlebn00khar	Kharik, Izi, 1890-1937	Miṭ layb un lebn	מיט לייב און לעבן	bṾaysrulendisher melukhe-farlag			bṾaysrulendisher melukhe-farlag	c1928	yid	92
mitnponemtsumm00as	Łastik, Salomon	Miṭn ponem tsum morgn	מיטן פנים צום מארגן	Yidish Bukh			Yidish bukh	1952	yid	268
mordkhegebirti00gebi	Gebirtig, Mordecai, 1877-1942	Mordkhe Gebirṭig zingṭ	מרדכי געבירטיג זינגט	Iḳuf			Iḳuf	[1963]	yid	196
nahumbarukhmin00nbmi		Naḥum Barukh Minḳov	נחום ברוך מינקאוו : 1958-1893	N. B. Minḳoṿ bukh-ḳomiṭeṭ			N. B. Minḳoṿ bukh-ḳomiṭeṭ	1959	yid	380
nekome00poly	Polyanker, Hirsh, 1911-	Neḳome	נעקאמע : פראנט-דערציילונג	Der emes			Der emes	1943	yid	60
nittoydtni00line	Linetzky, Isaac Joel, 1839-1915	Niṭ ṭoydṭ niṭ lebedig, oder, Dem Poylishen yungels a zuhn	ניט טוידט ניט לעבעדיג, אדער דעם פוילישן יונגעלס א זוהן : א בעשרייבונג פון איבערגאנג פונוי'ם חסידישען לעבען אין דער השכלה' וועלט	Rom			Rom	658, 1898	yid	96
nybc12379	Paley, John	Di giftmisherin	דיא גיפטמישערין :	Nyu Yorḳ : A. Ferneburg	Nyu Yorḳ 	New York, N.Y.	A. Ferneburg		yid	746
nybc200001	Tussman, Malka Heifetz, 1896-1987	Lider	לידער	Los Angeles : Malkah Ḥofets-Ṭuzman bukh ḳomiṭeṭ	Los Angeles 	Los Angeles	Malkah Ḥofets-Ṭuzman bukh ḳomiṭeṭ	1949	yid	134
nybc200002	Mani Leib, 1883-1953	Ṿunder iber ṿunder lider, baladn, mayśelakh	וואונדער איבער וואונדער : לידער, באלאדן, מעשהלאך	[New York] : Aroysgegebn fun Arbeṭer ring	[New York] 	New York, N.Y.	Aroysgegebn fun Arbeṭer ring	1930	yid	166
nybc200003	Asch, Sholem, 1880-1957	Moṭḳe ganev	מאטקע גנב	Nyu Yorḳ : Forṿerṭs	Nyu Yorḳ 	New York, N.Y.	Forṿerṭs	1916	yid	354
nybc200004	Gordin, Jacob, 1853-1909	Ale shrifṭen	אלע שריפטן	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	1910	yid	278
nybc200005	Gordin, Jacob, 1853-1909	Ale shrifṭen	אלע שריפטן	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	1910	yid	304
nybc200006	Gordin, Jacob, 1853-1909	Ale shrifṭen	אלע שריפטן	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	1910	yid	306
nybc200007	Gordin, Jacob, 1853-1909	Ale shrifṭen	אלע שריפטן	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	1910	yid	320
nybc200008	Korn, Rachel H. (Rachel Häring), b. 1898	Basherṭḳeyṭ lider, 1928-1948	באשערטקייט : לידער 1928-1948	Monṭreal : Aroysgegebn fun a ḳomiṭeṭ	Monṭreal 	Monṭreal	Aroysgegebn fun a ḳomiṭeṭ	1949	yid	126
nybc200010	Manger, Itzik, 1901-1969	Lid un balade	ליד און באלאדע	Nyu-Yorḳ : Aroysgegebn fun Itsiḳ-Manger-ḳomiṭeṭ	Nyu-Yorḳ 	New York, N.Y.	Aroysgegebn fun Itsiḳ-Manger-ḳomiṭeṭ	1952	yid	514
nybc200012	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	332
nybc200013	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	294
nybc200014	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	290
nybc200015	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	258
nybc200016	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	292
nybc200017	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	266
nybc200018	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	328
nybc200019	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	258
nybc200020	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	344
nybc200021	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	334
nybc200022	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	306
nybc200023	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	334
nybc200024	Peretz, Isaac Leib, 1851 or 2-1915	Di ṿerḳ fun Yitsḥaḳ Leybush Perets tsṿelf [d.h. draytsn] bend	"די ווערק פון יצחק לייבוש פרץ : צוועלף [ד""ה דרייצן] בענד"	Nyu Yorḳ : Idish	Nyu Yorḳ 	New York, N.Y.	Idish	1920	yid	394
nybc200026	Opatoshu, Joseph, 1886-1954	A ṭog in Regensburg un Eliyahu Boḥer		Nyu Yorḳ : E. Malino	Nyu Yorḳ 	New York, N.Y.	E. Malino	1933	yid	130
nybc200027	Kipnis, Levin, 1894-1990	Unṭern ṭeyṭlboym	אונטערן טייטלבוים	NyuYorḳ : Matones̀	NyuYorḳ 	New York, N.Y.	Matones̀	1961	yid	166
nybc200028	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	226
nybc200029	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	356
nybc200030	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	322
nybc200031	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	338
nybc200032	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	250
nybc200033	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	242
nybc200034	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	250
nybc200035	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	202
nybc200036	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	306
nybc200037	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	256
nybc200038	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	186
nybc200039	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	346
nybc200041	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	226
nybc200042	Mendele Mokher Sefarim, 1835-1917	Ale ṿerḳ	אלע ווערק	Ṿarsha : Mendele	Ṿarsha 	Warsaw	Mendele	1928	yid	250
nybc200044	Bialik, Hayyim Nahman, 1873-1934	Lider un poemen miṭ Byaliḳ's oyṭobyografye un aynleyṭung fun Sh. Niger	לידער און פאעמען : מיט ביאליק'ס אויטאביאגראפיע און איינלייטונג פון ש. ניגער	[New York] : Aroysgegebn fun Idish-natsyonaln arbeṭer farband, Disṭriḳṭ 6, Mishigen -- Ohayo	[New York] 	New York, N.Y.	Aroysgegebn fun Idish-natsyonaln arbeṭer farband, Disṭriḳṭ 6, Mishigen -- Ohayo	1935	yid	330
nybc200045	Gordin, Jacob, 1853-1909	Yaaḳov Gordin's eyn-aḳṭers	יעקב גארדינ'ס איין-אקטערס	Nyu Yorḳ : Ṭog	Nyu Yorḳ 	New York, N.Y.	Ṭog	1917	yid	276
nybc200046	Greenberg, Eliezer, 1896-	Gasn un eṿenyus	גאסן און עוועניוס	Nyu Yorḳ : Biderman's bukh-geshefṭ	Nyu Yorḳ 	New York, N.Y.	Bidermans bukh-geshefṭ	1928	yid	102
nybc200047	Chaver-Paver, 1901-1964	Bronzṿil roman ; un Dramaṭishe shpiln	בראנזוויל : ראמאן און דראמאטישע שפילן	Los Andzsheles : Khaṿer-Paṿer bukh-ḳomiṭeṭ	Los Andzsheles 	Los Angeles	Khaṿer-Paṿer bukh-ḳomiṭeṭ	1976	yid	246
nybc200048	Leivick, H., 1888-1962	Mit der sheyres̀ ha-pleyṭeh	מיט דער שארית הפליטה	[New York?] : H. Leyṿiḳ yubiley-fund, durkhn Tsiḳo-farlag	[New York?] 	New York, N.Y.	H. Leyṿiḳ yubiley-fund, durkhn Tsiḳo-farlag	1947	yid	310
nybc200049	Molodowsky, Kadia, 1894-1975	Yidishe ḳinder (mayśehlekh)	יידישע קינדער : (מעשהלעך)	Nyu-Yorḳ : Tsenṭral-ḳomiṭeṭ fun di Yidishe folḳs-shuln in di Fareyniḳṭe Shṭaṭn un Ḳanade	Nyu-Yorḳ 	New York, N.Y.	Tsenṭral-ḳomiṭeṭ fun di Yidishe folḳs-shuln in di Fareyniḳṭe Shṭaṭn un Ḳanade	1945	yid	106
